100000,0.005136,0.014356,0.066909,0.153171,0.105285
200000,0.010456,0.032925,0.135895,0.208339,0.208485
500000,0.013786,0.09335,0.125689,0.444419,0.551587
1000000,0.026266,0.149518,0.595129,1.020278,0.847174
