#threads	#n1		#n2		#n4		#n12
100000,0.000048,0.000110,0.000148,0.000451
200000,0.000095,0.000190,0.000263,0.000485
500000,0.000097,0.000213,0.000275,0.000523
1000000,0.000100,0.000220,0.000282,0.000627
