0.538579,10000,6
0.222809,1000000,6
32.162276,100000000,6
64.777702,200000000,6
141.464286,400000000,6
206.755153,500000000,6
0.003893,10000,1
0.630025,1000000,1
63.413678,100000000,1
132.246252,200000000,1
286.018016,400000000,1
399.468622,500000000,1
0.101593,10000,2
1.081168,1000000,2
66.445632,100000000,2
137.966774,200000000,2
280.859858,400000000,2
398.22343,500000000,2
0.274844,10000,8
0.571228,1000000,8
33.395841,100000000,8
69.488388,200000000,8
148.047477,400000000,8
207.622524,500000000,8
0.583869,10000,4
0.17,1000000,4
52.020003,100000000,4
96.776785,200000000,4
215.804869,400000000,4
310.924093,500000000,4
