0.001573,10,12,1
0.000268,10,2,1
0.000159,10,1,1
0.000962,10,8,1
0.000673,10,4,1
0.032835,25,1,1
0.097496,25,2,1
0.126526,25,4,1
0.433390,25,8,1
0.561682,25,12,1
3959.850653,50,1,1
